client_id,study_group,highest_step_reached,step_hierarchy,completed_process,total_backwards_movements,encountered_errors,calls_6_mnth,gendr,logons_6_mnth,clnt_age,bal,clnt_tenure_yr
7846274,Test,confirm,5,Yes,0.0,No,6.0,U,9.0,29.0,52996.81,5.0
7588378,Test,start,1,No,0.0,No,6.0,M,9.0,52.0,112112.74,10.0
690186,Test,confirm,5,Yes,0.0,No,0.0,U,3.0,30.0,25117.79,5.0
2527557,Test,confirm,5,Yes,0.0,No,4.0,M,7.0,62.0,1258139.86,15.0
8945332,Test,confirm,5,Yes,2.0,Yes,6.0,M,9.0,55.0,337046.53,23.0
6131516,Test,step_3,4,No,2.0,Yes,0.0,U,3.0,58.0,224348.57,6.0
6253108,Test,confirm,5,Yes,0.0,No,2.0,M,5.0,43.0,181436.83,14.0
7873852,Test,step_3,4,No,4.0,Yes,4.0,M,7.0,44.0,723335.29,13.0
4845568,Test,confirm,5,Yes,0.0,No,0.0,U,3.0,51.0,98860.13,9.0
6954909,Test,start,1,No,0.0,No,4.0,U,7.0,51.0,38663.17,5.0
2135699,Test,step_2,3,No,2.0,Yes,0.0,M,3.0,55.0,26375.8,6.0
3125212,Test,start,1,No,0.0,No,3.0,F,6.0,43.0,33902.83,15.0
669732,Test,confirm,5,Yes,0.0,No,2.0,M,5.0,61.0,34103.55,5.0
4630949,Test,confirm,5,Yes,1.0,Yes,0.0,M,3.0,64.0,147163.57,13.0
5331814,Test,confirm,5,Yes,0.0,No,2.0,F,5.0,57.0,48228.85,11.0
5761113,Test,confirm,5,Yes,0.0,No,1.0,U,4.0,31.0,31656.64,7.0
4140751,Test,confirm,5,Yes,0.0,No,2.0,U,5.0,49.0,27774.84,5.0
2936563,Test,confirm,5,Yes,0.0,No,2.0,U,5.0,46.0,86292.61,6.0
8357336,Test,confirm,5,Yes,0.0,No,6.0,U,9.0,39.0,37114.91,5.0
7562380,Test,confirm,5,Yes,0.0,No,5.0,M,8.0,34.0,379953.39,10.0
6399054,Test,step_1,2,No,0.0,No,6.0,M,9.0,78.0,305689.19,22.0
5899205,Test,step_3,4,No,0.0,No,6.0,F,9.0,62.0,385377.43,22.0
5251521,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,27.0,99481.61,12.0
7530392,Test,confirm,5,Yes,0.0,No,1.0,U,4.0,26.0,33509.74,4.0
5233875,Test,confirm,5,Yes,1.0,Yes,4.0,M,7.0,61.0,72803.08,24.0
8446966,Test,start,1,No,0.0,No,3.0,F,6.0,48.0,132336.93,6.0
7185880,Test,step_1,2,No,0.0,No,6.0,M,9.0,48.0,96721.08,21.0
9738042,Test,confirm,5,Yes,0.0,No,0.0,F,3.0,45.0,44671.6,13.0
6702540,Test,confirm,5,Yes,0.0,No,1.0,M,4.0,67.0,378155.22,15.0
2574463,Test,confirm,5,Yes,1.0,Yes,1.0,M,4.0,45.0,219304.08,13.0
966341,Test,confirm,5,Yes,0.0,No,0.0,U,3.0,45.0,52004.95,5.0
1917213,Test,confirm,5,Yes,0.0,No,4.0,M,7.0,40.0,157966.08,12.0
8544465,Test,confirm,5,Yes,0.0,No,2.0,M,5.0,67.0,54401.1,12.0
8418726,Test,confirm,5,Yes,0.0,No,1.0,F,4.0,22.0,67135.7,25.0
8596419,Test,step_2,3,No,2.0,Yes,2.0,F,5.0,23.0,25466.87,14.0
7446375,Test,confirm,5,Yes,0.0,No,2.0,F,5.0,51.0,326884.66,14.0
9942850,Test,confirm,5,Yes,0.0,No,4.0,M,7.0,30.0,75886.82,12.0
2228228,Test,confirm,5,Yes,0.0,No,4.0,F,7.0,27.0,36400.08,12.0
9761555,Test,confirm,5,Yes,0.0,No,6.0,F,9.0,60.0,99148.59,6.0
8986507,Test,confirm,5,Yes,0.0,No,4.0,U,7.0,25.0,33998.51,8.0
1225131,Test,step_2,3,No,2.0,Yes,6.0,M,9.0,33.0,50079.52,13.0
201641,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,66.0,822571.79,21.0
5421639,Test,confirm,5,Yes,0.0,No,3.0,M,6.0,34.0,79840.33,13.0
5901729,Test,confirm,5,Yes,1.0,Yes,5.0,F,8.0,64.0,31888.57,12.0
4010670,Test,confirm,5,Yes,0.0,No,5.0,U,8.0,27.0,27816.12,6.0
6419283,Test,step_3,4,No,1.0,Yes,5.0,M,8.0,60.0,33858.06,15.0
3122747,Test,step_2,3,No,1.0,Yes,3.0,U,6.0,62.0,866608.18,7.0
7833565,Test,confirm,5,Yes,0.0,No,6.0,U,9.0,26.0,60789.65,4.0
5007537,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,23.0,58574.63,9.0
7163526,Test,confirm,5,Yes,0.0,No,0.0,M,3.0,53.0,38416.73,13.0
3684282,Test,start,1,No,0.0,No,4.0,M,7.0,48.0,202948.86,15.0
8112947,Test,confirm,5,Yes,0.0,No,4.0,F,7.0,34.0,39724.34,8.0
5686484,Test,step_3,4,No,0.0,No,3.0,F,6.0,44.0,85299.67,10.0
3860550,Test,confirm,5,Yes,0.0,No,3.0,U,6.0,32.0,36434.53,8.0
5400630,Test,confirm,5,Yes,7.0,Yes,1.0,M,4.0,41.0,38702.09,10.0
3359150,Test,confirm,5,Yes,0.0,No,4.0,U,7.0,31.0,84862.19,6.0
5477784,Test,confirm,5,Yes,1.0,Yes,0.0,M,3.0,26.0,25628.06,10.0
8102369,Test,step_2,3,No,1.0,Yes,3.0,U,6.0,54.0,81386.51,5.0
1742323,Test,step_2,3,No,1.0,Yes,6.0,F,9.0,34.0,56999.39,18.0
2285999,Test,step_2,3,No,2.0,Yes,4.0,U,7.0,46.0,31775.73,8.0
4567471,Test,confirm,5,Yes,0.0,No,0.0,U,3.0,31.0,78202.92,6.0
7718729,Test,confirm,5,Yes,1.0,Yes,2.0,F,5.0,56.0,25595.49,21.0
5373683,Test,confirm,5,Yes,0.0,No,1.0,M,4.0,41.0,396256.68,13.0
2770626,Test,confirm,5,Yes,1.0,Yes,6.0,F,9.0,47.0,103612.4,20.0
8296872,Test,confirm,5,Yes,2.0,Yes,2.0,M,5.0,59.0,36032.68,8.0
7749080,Test,confirm,5,Yes,0.0,No,1.0,F,4.0,28.0,36908.07,8.0
8736260,Test,step_3,4,No,0.0,No,0.0,F,3.0,37.0,31516.69,10.0
4960207,Test,confirm,5,Yes,2.0,Yes,6.0,U,9.0,36.0,69515.18,5.0
2733173,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,33.0,33075.27,20.0
5705870,Test,confirm,5,Yes,0.0,No,6.0,F,9.0,70.0,110820.65,33.0
7742670,Test,start,1,No,0.0,No,5.0,M,8.0,74.0,724086.01,34.0
3966756,Test,confirm,5,Yes,0.0,No,6.0,U,9.0,34.0,65445.58,8.0
2679859,Test,start,1,No,0.0,No,2.0,F,5.0,39.0,84108.55,19.0
3769005,Test,confirm,5,Yes,2.0,Yes,0.0,M,3.0,58.0,103948.94,23.0
6358744,Test,start,1,No,0.0,No,5.0,M,8.0,55.0,39444.23,15.0
8710810,Test,step_3,4,No,0.0,No,2.0,F,5.0,67.0,53205.43,16.0
5124527,Test,confirm,5,Yes,0.0,No,6.0,F,9.0,48.0,35076.05,18.0
7882288,Test,step_1,2,No,0.0,No,4.0,F,7.0,53.0,131922.89,15.0
4702816,Test,confirm,5,Yes,0.0,No,6.0,F,9.0,43.0,801315.45,20.0
6730486,Test,confirm,5,Yes,0.0,No,1.0,U,4.0,62.0,241733.86,8.0
7399802,Test,step_1,2,No,1.0,Yes,6.0,M,9.0,39.0,39513.96,4.0
2419034,Test,confirm,5,Yes,0.0,No,3.0,U,6.0,46.0,430118.41,14.0
3480918,Test,confirm,5,Yes,0.0,No,1.0,U,4.0,27.0,50714.9,4.0
1266720,Test,start,1,No,0.0,No,2.0,U,5.0,25.0,58832.75,6.0
5453206,Test,confirm,5,Yes,0.0,No,2.0,M,5.0,62.0,258050.76,11.0
3437594,Test,start,1,No,0.0,No,5.0,M,8.0,67.0,1790872.08,34.0
2737577,Test,step_2,3,No,0.0,No,0.0,M,3.0,36.0,34477.28,12.0
529230,Test,start,1,No,0.0,No,6.0,M,9.0,40.0,57297.66,18.0
9171660,Test,step_2,3,No,0.0,No,2.0,M,5.0,40.0,72457.55,13.0
6458206,Test,confirm,5,Yes,0.0,No,0.0,F,3.0,54.0,67655.07,4.0
3633484,Test,step_3,4,No,2.0,Yes,5.0,U,8.0,68.0,135574.09,5.0
1050592,Test,step_1,2,No,0.0,No,0.0,M,3.0,77.0,24841.48,21.0
1947956,Test,start,1,No,0.0,No,6.0,U,9.0,43.0,1820906.65,22.0
1328910,Test,start,1,No,0.0,No,0.0,M,3.0,56.0,518967.27,19.0
7995744,Test,start,1,No,0.0,No,3.0,M,6.0,39.0,57533.84,15.0
2927272,Test,confirm,5,Yes,0.0,No,0.0,U,3.0,29.0,36923.78,5.0
1172876,Test,confirm,5,Yes,0.0,No,1.0,F,4.0,30.0,43895.31,9.0
3064622,Test,confirm,5,Yes,2.0,Yes,3.0,F,6.0,54.0,24301.99,11.0
1393064,Test,confirm,5,Yes,0.0,No,4.0,F,7.0,68.0,114803.78,29.0
3620458,Test,confirm,5,Yes,0.0,No,3.0,F,6.0,36.0,98961.76,15.0
6330052,Test,confirm,5,Yes,0.0,No,4.0,M,7.0,56.0,73951.85,17.0
8404665,Test,confirm,5,Yes,0.0,No,3.0,F,6.0,28.0,36552.18,12.0
2585001,Test,confirm,5,Yes,0.0,No,1.0,F,4.0,40.0,25543.45,13.0
3289565,Test,start,1,No,0.0,No,3.0,M,7.0,52.0,24496.8,3.0
7142957,Test,step_1,2,No,0.0,No,0.0,U,3.0,28.0,29308.57,6.0
9465015,Test,confirm,5,Yes,0.0,No,0.0,F,3.0,24.0,26856.63,21.0
3132172,Test,confirm,5,Yes,0.0,No,3.0,F,6.0,58.0,179781.1,20.0
6415118,Test,step_2,3,No,1.0,Yes,5.0,F,8.0,44.0,85161.04,14.0
3625526,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,56.0,1094855.84,31.0
7742331,Test,confirm,5,Yes,1.0,Yes,3.0,M,6.0,52.0,189250.97,13.0
2264189,Test,confirm,5,Yes,2.0,Yes,3.0,M,6.0,63.0,34107.79,20.0
8468009,Test,confirm,5,Yes,0.0,No,3.0,M,6.0,39.0,226597.2,17.0
7188807,Test,start,1,No,0.0,No,5.0,U,8.0,29.0,43052.15,6.0
3053842,Test,confirm,5,Yes,0.0,No,1.0,M,4.0,47.0,24809.18,16.0
2970524,Test,confirm,5,Yes,1.0,Yes,0.0,M,3.0,40.0,41750.31,10.0
1151116,Test,confirm,5,Yes,0.0,No,4.0,F,7.0,52.0,123841.26,13.0
6367708,Test,confirm,5,Yes,1.0,Yes,6.0,M,9.0,26.0,46104.52,13.0
1253347,Test,confirm,5,Yes,0.0,No,6.0,F,9.0,35.0,122173.3,18.0
5724720,Test,step_1,2,No,0.0,No,1.0,F,4.0,34.0,60711.83,15.0
9852887,Test,step_1,2,No,1.0,Yes,6.0,F,9.0,31.0,101840.55,13.0
6768983,Test,confirm,5,Yes,1.0,Yes,6.0,U,9.0,65.0,68832.46,28.0
3200567,Test,start,1,No,0.0,No,3.0,F,6.0,29.0,46039.1,4.0
6347479,Test,step_1,2,No,1.0,Yes,6.0,M,9.0,52.0,97133.14,15.0
1498398,Test,step_3,4,No,2.0,Yes,1.0,M,4.0,51.0,1135444.13,16.0
4623083,Test,confirm,5,Yes,0.0,No,0.0,M,3.0,37.0,60329.31,14.0
4729800,Test,step_3,4,No,4.0,Yes,6.0,M,9.0,44.0,262555.7,9.0
893876,Test,confirm,5,Yes,0.0,No,2.0,M,5.0,30.0,84817.33,12.0
2577696,Test,confirm,5,Yes,0.0,No,6.0,U,9.0,54.0,29486.04,4.0
1466151,Test,start,1,No,0.0,No,1.0,U,4.0,25.0,53907.37,6.0
4575187,Test,start,1,No,0.0,No,1.0,F,4.0,44.0,38011.61,13.0
6742370,Test,confirm,5,Yes,0.0,No,1.0,U,4.0,45.0,38448.01,5.0
2575906,Test,confirm,5,Yes,0.0,No,6.0,U,9.0,57.0,499207.29,7.0
7819778,Test,confirm,5,Yes,0.0,No,6.0,F,9.0,32.0,76588.23,11.0
8617185,Test,start,1,No,0.0,No,6.0,F,9.0,72.0,206404.5,10.0
31499,Test,confirm,5,Yes,1.0,Yes,3.0,M,6.0,66.0,211432.85,20.0
9798513,Test,start,1,No,0.0,No,6.0,F,9.0,34.0,31628.13,9.0
1580440,Test,confirm,5,Yes,0.0,No,5.0,M,8.0,66.0,290571.83,40.0
7691314,Test,step_1,2,No,0.0,No,5.0,F,8.0,68.0,191856.71,21.0
8268067,Test,step_1,2,No,0.0,No,3.0,M,6.0,39.0,105823.74,5.0
2064307,Test,confirm,5,Yes,1.0,Yes,4.0,M,7.0,32.0,88531.51,33.0
2839976,Test,confirm,5,Yes,0.0,No,6.0,F,9.0,60.0,484698.66,10.0
8186274,Test,step_1,2,No,0.0,No,1.0,F,4.0,58.0,581674.47,21.0
390650,Test,confirm,5,Yes,0.0,No,2.0,U,5.0,43.0,214741.78,7.0
3636219,Test,confirm,5,Yes,0.0,No,0.0,M,3.0,18.0,36153.61,15.0
9482404,Test,confirm,5,Yes,0.0,No,2.0,F,5.0,64.0,107315.26,28.0
651865,Test,confirm,5,Yes,0.0,No,2.0,M,5.0,59.0,57231.59,11.0
2629882,Test,start,1,No,0.0,No,3.0,U,6.0,52.0,39918.44,6.0
312131,Test,step_3,4,No,4.0,Yes,4.0,U,7.0,65.0,145266.81,6.0
6156784,Test,step_3,4,No,2.0,Yes,0.0,U,3.0,57.0,349372.25,6.0
2888974,Test,confirm,5,Yes,0.0,No,2.0,U,5.0,20.0,39893.21,4.0
3448803,Test,start,1,No,0.0,No,5.0,M,8.0,66.0,195258.1,14.0
9285765,Test,start,1,No,0.0,No,6.0,U,9.0,26.0,42332.82,4.0
8964089,Test,confirm,5,Yes,8.0,Yes,2.0,M,5.0,58.0,131302.99,12.0
303920,Test,confirm,5,Yes,0.0,No,6.0,F,9.0,27.0,54859.86,18.0
7814322,Test,step_3,4,No,1.0,Yes,1.0,U,4.0,52.0,26040.35,8.0
4169696,Test,confirm,5,Yes,0.0,No,4.0,F,8.0,73.0,648583.01,26.0
9652817,Test,start,1,No,0.0,No,3.0,M,6.0,54.0,47036.31,16.0
2209554,Test,confirm,5,Yes,0.0,No,1.0,F,4.0,68.0,29929.2,8.0
2769749,Test,start,1,No,0.0,No,3.0,U,6.0,28.0,35265.65,6.0
9114360,Test,confirm,5,Yes,0.0,No,1.0,M,4.0,61.0,33079.59,15.0
3176701,Test,confirm,5,Yes,0.0,No,3.0,M,6.0,53.0,171744.97,27.0
7645074,Test,confirm,5,Yes,0.0,No,1.0,F,4.0,36.0,31725.5,12.0
1360544,Test,confirm,5,Yes,0.0,No,4.0,U,7.0,58.0,24790.36,6.0
5813006,Test,confirm,5,Yes,0.0,No,6.0,U,9.0,53.0,61809.46,8.0
5079989,Test,confirm,5,Yes,0.0,No,1.0,M,4.0,26.0,43253.11,6.0
9770841,Test,start,1,No,0.0,No,2.0,F,5.0,52.0,514887.27,18.0
6376046,Test,step_2,3,No,1.0,Yes,4.0,M,7.0,29.0,25669.1,12.0
7597197,Test,confirm,5,Yes,1.0,Yes,2.0,F,5.0,33.0,60175.34,12.0
9355560,Test,step_3,4,No,1.0,Yes,6.0,U,9.0,33.0,43938.5,6.0
7599262,Test,start,1,No,0.0,No,1.0,F,4.0,64.0,88034.6,14.0
4139697,Test,step_1,2,No,3.0,Yes,5.0,M,8.0,69.0,157300.29,32.0
6446044,Test,confirm,5,Yes,0.0,No,5.0,M,8.0,60.0,72008.01,14.0
2255988,Test,confirm,5,Yes,0.0,No,0.0,F,3.0,32.0,32301.77,9.0
3819803,Test,confirm,5,Yes,1.0,Yes,0.0,F,3.0,51.0,28794.48,11.0
4668762,Test,confirm,5,Yes,0.0,No,6.0,U,9.0,18.0,56264.52,5.0
7789504,Test,step_3,4,No,0.0,No,5.0,M,8.0,63.0,173883.67,5.0
2544481,Test,confirm,5,Yes,1.0,Yes,2.0,M,5.0,69.0,58523.62,23.0
8570885,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,34.0,38529.22,5.0
8991025,Test,confirm,5,Yes,0.0,No,0.0,F,3.0,42.0,64644.34,13.0
9302667,Test,confirm,5,Yes,5.0,Yes,1.0,F,4.0,31.0,375660.81,24.0
8193034,Test,confirm,5,Yes,0.0,No,1.0,F,4.0,57.0,80571.98,13.0
7984893,Test,confirm,5,Yes,9.0,Yes,4.0,M,7.0,64.0,159645.7,16.0
8931529,Test,step_1,2,No,1.0,Yes,5.0,F,8.0,66.0,53740.07,9.0
3019051,Test,confirm,5,Yes,1.0,Yes,5.0,F,8.0,45.0,130479.67,17.0
7234431,Test,start,1,No,0.0,No,6.0,M,9.0,36.0,143513.11,14.0
8243850,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,27.0,34746.19,8.0
3204570,Test,confirm,5,Yes,0.0,No,4.0,U,7.0,27.0,90055.87,6.0
2732545,Test,confirm,5,Yes,1.0,Yes,4.0,U,7.0,59.0,53080.4,6.0
6229299,Test,step_2,3,No,3.0,Yes,1.0,U,5.0,21.0,41398.16,6.0
90383,Test,start,1,No,0.0,No,0.0,F,3.0,22.0,29584.71,21.0
3893607,Test,start,1,No,0.0,No,2.0,F,5.0,60.0,25874.98,13.0
7146254,Test,start,1,No,0.0,No,0.0,F,3.0,54.0,65132.39,14.0
2483751,Test,confirm,5,Yes,0.0,No,1.0,F,4.0,67.0,49483.21,14.0
5868863,Test,confirm,5,Yes,0.0,No,0.0,F,3.0,21.0,55935.51,11.0
1212721,Test,confirm,5,Yes,0.0,No,1.0,F,4.0,55.0,39858.93,10.0
4316349,Test,step_3,4,No,1.0,Yes,0.0,U,3.0,37.0,35054.36,6.0
1395147,Test,confirm,5,Yes,1.0,Yes,0.0,U,3.0,30.0,26847.74,6.0
5076263,Test,step_1,2,No,0.0,No,3.0,M,6.0,39.0,116576.29,20.0
3635129,Test,step_2,3,No,4.0,Yes,4.0,U,7.0,30.0,69416.55,7.0
1456379,Test,step_2,3,No,1.0,Yes,2.0,F,5.0,27.0,27320.33,23.0
5124158,Test,confirm,5,Yes,0.0,No,1.0,F,4.0,57.0,48160.42,10.0
8840070,Test,confirm,5,Yes,2.0,Yes,6.0,F,9.0,46.0,116962.04,19.0
2445884,Test,start,1,No,0.0,No,0.0,M,3.0,46.0,27736.99,10.0
4476976,Test,confirm,5,Yes,0.0,No,0.0,U,3.0,58.0,49615.61,7.0
888738,Test,confirm,5,Yes,4.0,Yes,5.0,U,8.0,29.0,73545.9,5.0
4543586,Test,step_3,4,No,2.0,Yes,1.0,F,4.0,66.0,61129.95,28.0
1188370,Test,confirm,5,Yes,0.0,No,4.0,F,7.0,33.0,41375.07,10.0
2272416,Test,confirm,5,Yes,0.0,No,0.0,M,3.0,72.0,228994.62,28.0
4310884,Test,confirm,5,Yes,0.0,No,2.0,U,5.0,32.0,53511.07,5.0
4110552,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,29.0,199807.94,11.0
5700337,Test,start,1,No,0.0,No,0.0,U,3.0,40.0,134215.12,4.0
6736185,Test,step_2,3,No,1.0,Yes,1.0,U,4.0,26.0,28217.33,6.0
2404667,Test,start,1,No,0.0,No,0.0,F,3.0,37.0,43068.64,12.0
978584,Test,step_1,2,No,0.0,No,5.0,M,8.0,52.0,63107.31,9.0
5405306,Test,confirm,5,Yes,0.0,No,5.0,U,8.0,30.0,42166.44,6.0
6123249,Test,confirm,5,Yes,0.0,No,3.0,F,6.0,57.0,34122.75,8.0
3307231,Test,confirm,5,Yes,0.0,No,0.0,F,3.0,57.0,66509.04,6.0
5431148,Test,confirm,5,Yes,0.0,No,3.0,M,6.0,27.0,65337.89,26.0
719792,Test,confirm,5,Yes,0.0,No,5.0,F,8.0,31.0,111736.78,11.0
986002,Test,step_1,2,No,0.0,No,1.0,M,4.0,51.0,57452.93,24.0
9387224,Test,confirm,5,Yes,2.0,Yes,3.0,F,6.0,45.0,78437.82,26.0
6786810,Test,start,1,No,0.0,No,4.0,M,7.0,32.0,28482.11,29.0
8314605,Test,step_1,2,No,1.0,Yes,1.0,U,4.0,32.0,225001.29,10.0
7038132,Test,step_2,3,No,0.0,No,5.0,M,8.0,47.0,677792.23,15.0
6992142,Test,confirm,5,Yes,0.0,No,5.0,U,8.0,50.0,120095.4,5.0
7278519,Test,confirm,5,Yes,0.0,No,2.0,M,6.0,20.0,51738.52,12.0
5219971,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,41.0,113680.82,15.0
965179,Test,start,1,No,0.0,No,1.0,U,4.0,25.0,36826.47,6.0
2871256,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,43.0,30322.56,13.0
1631458,Test,start,1,No,0.0,No,2.0,U,5.0,26.0,44014.91,5.0
797911,Test,confirm,5,Yes,1.0,Yes,1.0,M,4.0,22.0,33930.14,26.0
4990111,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,44.0,50178.05,12.0
2364116,Test,confirm,5,Yes,1.0,Yes,5.0,U,8.0,17.0,37980.98,4.0
5437189,Test,confirm,5,Yes,0.0,No,3.0,U,7.0,55.0,34457.16,4.0
396393,Test,confirm,5,Yes,0.0,No,3.0,U,6.0,35.0,109281.27,5.0
6211960,Test,start,1,No,0.0,No,2.0,F,5.0,76.0,89820.84,8.0
682400,Test,confirm,5,Yes,1.0,Yes,5.0,F,8.0,55.0,38175.0,12.0
6815179,Test,step_3,4,No,5.0,Yes,4.0,M,7.0,49.0,50129.16,12.0
8540263,Test,step_2,3,No,0.0,No,6.0,U,9.0,30.0,50647.88,4.0
1344152,Test,confirm,5,Yes,0.0,No,4.0,U,7.0,55.0,183446.43,7.0
3637427,Test,step_3,4,No,2.0,Yes,3.0,M,6.0,73.0,293106.29,21.0
5464721,Test,confirm,5,Yes,0.0,No,0.0,U,3.0,53.0,40701.12,5.0
3504709,Test,step_1,2,No,1.0,Yes,2.0,U,5.0,34.0,39705.52,5.0
5122438,Test,step_2,3,No,3.0,Yes,1.0,F,4.0,63.0,134521.66,20.0
8774305,Test,step_3,4,No,0.0,No,0.0,M,3.0,45.0,117523.52,10.0
5998955,Test,confirm,5,Yes,0.0,No,1.0,M,4.0,33.0,59439.53,15.0
9250170,Test,step_1,2,No,1.0,Yes,0.0,U,3.0,24.0,41396.6,5.0
2448647,Test,step_1,2,No,0.0,No,6.0,F,9.0,46.0,92572.32,12.0
6063117,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,33.0,53621.13,9.0
9928220,Test,step_1,2,No,1.0,Yes,6.0,M,9.0,39.0,74065.52,12.0
7492322,Test,confirm,5,Yes,0.0,No,4.0,M,7.0,33.0,72448.85,22.0
5642736,Test,confirm,5,Yes,0.0,No,2.0,U,5.0,38.0,78523.5,4.0
2711775,Test,start,1,No,0.0,No,6.0,U,9.0,47.0,39105.21,5.0
9594636,Test,confirm,5,Yes,1.0,Yes,0.0,U,3.0,27.0,27507.31,8.0
7000312,Test,confirm,5,Yes,1.0,Yes,5.0,M,8.0,22.0,40760.58,26.0
3035523,Test,step_2,3,No,1.0,Yes,0.0,U,3.0,63.0,33119.16,5.0
1831519,Test,step_1,2,No,1.0,Yes,1.0,F,4.0,50.0,68744.86,11.0
2341607,Test,step_3,4,No,1.0,Yes,5.0,M,8.0,24.0,49278.85,10.0
6925610,Test,start,1,No,0.0,No,2.0,M,5.0,55.0,38018.75,18.0
9751,Test,step_2,3,No,3.0,Yes,4.0,M,7.0,36.0,30597.08,5.0
2313651,Test,confirm,5,Yes,0.0,No,3.0,F,6.0,43.0,41960.18,16.0
6755447,Test,confirm,5,Yes,0.0,No,1.0,M,4.0,38.0,66339.39,19.0
7829080,Test,step_2,3,No,1.0,Yes,6.0,F,9.0,54.0,75346.57,9.0
7845269,Test,step_2,3,No,7.0,Yes,6.0,F,9.0,42.0,91164.03,16.0
1150259,Test,confirm,5,Yes,0.0,No,3.0,U,6.0,59.0,80853.91,7.0
3835773,Test,confirm,5,Yes,1.0,Yes,2.0,U,5.0,41.0,54530.72,15.0
9825236,Test,step_2,3,No,1.0,Yes,6.0,M,9.0,68.0,77764.38,8.0
8788903,Test,confirm,5,Yes,0.0,No,6.0,U,9.0,23.0,54146.31,22.0
5388733,Test,confirm,5,Yes,1.0,Yes,2.0,F,5.0,55.0,73711.87,10.0
562592,Test,confirm,5,Yes,3.0,Yes,6.0,U,9.0,30.0,84519.78,8.0
4303663,Test,confirm,5,Yes,0.0,No,0.0,U,3.0,24.0,25692.69,4.0
9133920,Test,confirm,5,Yes,0.0,No,6.0,U,9.0,81.0,88677.09,5.0
1365573,Test,start,1,No,0.0,No,0.0,F,3.0,47.0,85304.04,16.0
1396504,Test,confirm,5,Yes,0.0,No,0.0,M,3.0,45.0,174355.23,16.0
37667,Test,confirm,5,Yes,0.0,No,3.0,F,6.0,32.0,79397.82,10.0
981679,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,29.0,53325.74,15.0
2270179,Test,confirm,5,Yes,0.0,No,6.0,U,9.0,50.0,91329.07,9.0
2335724,Test,confirm,5,Yes,2.0,Yes,4.0,U,7.0,46.0,89208.52,4.0
3876464,Test,start,1,No,0.0,No,1.0,U,4.0,30.0,33568.6,7.0
3082821,Test,confirm,5,Yes,0.0,No,0.0,U,3.0,24.0,28971.74,5.0
2463820,Test,confirm,5,Yes,0.0,No,1.0,U,4.0,31.0,29006.67,8.0
5671600,Test,confirm,5,Yes,0.0,No,6.0,U,9.0,27.0,30608.39,4.0
2263743,Test,step_2,3,No,0.0,No,5.0,U,8.0,31.0,42959.22,5.0
844159,Test,step_1,2,No,0.0,No,2.0,U,5.0,29.0,51481.21,6.0
3313674,Test,step_2,3,No,2.0,Yes,2.0,U,5.0,44.0,43306.69,5.0
8575091,Test,confirm,5,Yes,0.0,No,3.0,U,6.0,62.0,31108.77,4.0
5337326,Test,step_1,2,No,1.0,Yes,1.0,M,4.0,65.0,40025.39,22.0
1138213,Test,step_2,3,No,1.0,Yes,4.0,U,7.0,40.0,66303.52,7.0
3004927,Test,confirm,5,Yes,0.0,No,6.0,M,9.0,26.0,80927.33,20.0
1203863,Test,step_1,2,No,0.0,No,0.0,M,3.0,23.0,34786.42,17.0
7196149,Test,confirm,5,Yes,1.0,Yes,1.0,F,4.0,28.0,31688.39,9.0
9956494,Test,confirm,5,Yes,2.0,Yes,3.0,M,6.0,52.0,35014.65,5.0
5268329,Test,confirm,5,Yes,1.0,Yes,3.0,U,6.0,64.0,86437.53,5.0
661171,Test,step_3,4,No,1.0,Yes,6.0,F,9.0,32.0,179179.27,10.0
2156095,Test,confirm,5,Yes,0.0,No,0.0,F,3.0,32.0,53472.33,12.0
3998405,Test,confirm,5,Yes,0.0,No,4.0,M,7.0,61.0,30511.47,17.0
597966,Test,step_2,3,No,2.0,Yes,6.0,F,9.0,40.0,59224.12,4.0
5982976,Test,confirm,5,Yes,0.0,No,1.0,M,4.0,36.0,25116.3,12.0
3306044,Test,step_1,2,No,0.0,No,0.0,F,3.0,58.0,53948.33,9.0
8364792,Test,confirm,5,Yes,0.0,No,2.0,F,5.0,39.0,288723.33,15.0
124646,Test,step_1,2,No,1.0,Yes,0.0,F,3.0,40.0,45483.69,10.0
1751419,Test,confirm,5,Yes,0.0,No,0.0,F,3.0,31.0,74420.62,14.0
5877948,Test,confirm,5,Yes,1.0,Yes,5.0,M,8.0,46.0,125724.11,19.0
7942902,Test,confirm,5,Yes,1.0,Yes,6.0,U,9.0,54.0,83533.54,4.0
7603951,Test,confirm,5,Yes,0.0,No,6.0,F,9.0,33.0,162880.04,14.0
